sfx_id;wav;sample_rate;load_mode;comment
616;cobblestone_medium_a.wav;22050;resident;
617;cobblestone_medium_aa.wav;22050;resident;
618;cobblestone_medium_b.wav;22050;resident;
619;cobblestone_medium_bb.wav;22050;resident;
620;cobblestone_medium_c.wav;22050;resident;
621;cobblestone_medium_cc.wav;22050;resident;
622;wooden_floor_medium_a.wav;22050;resident;
623;wooden_floor_medium_aa.wav;22050;resident;
624;wooden_floor_medium_b.wav;22050;resident;
625;wooden_floor_medium_bb.wav;22050;resident;
626;carpet_medium_a.wav;22050;resident;
627;carpet_medium_aa.wav;22050;resident;
628;carpet_medium_b.wav;22050;resident;
629;carpet_medium_bb.wav;22050;resident;
630;human_m_death_02e.wav;22050;resident;"""human_male_death.wav"",11025,R,"
631;human_m_death_02e.wav;22050;;"""human_male_wound.wav"",11025,R,"
632;fem_hit_e1.wav;22050;resident;"""human_fem_death.wav"",11025,R,"
633;fem_hit_e1.wav;22050;;"""human_fem_wound3.wav"",11025,R,"
634;human_m_death_02e.wav;22050;resident;"""elf_male_wound.wav"",11025,R,"
635;human_m_death_02e.wav;22050;;"""elf_male_wound2.wav"",11025,R,"
636;fem_hit_e1.wav;22050;resident;"elf_female_death.wav"",11025,R,"
637;fem_hit_e1.wav;22050;;"elf_female_wound2.wav"",11025,R,"
638;guard_death_c.wav;22050;resident;"""dwarf_death2.wav"",11025,R,"
639;guard_death_c.wav;22050;;"""dwarf_grunt2.wav"",11025,R,"
640;guard_death_c.wav;22050;;"""human_fem_death.wav"",11025,R,"
641;guard_death_c.wav;22050;;"""gnome_female_wound2.wav"",11025,R,"
642;wolf2_attack_b.wav;22050;resident;"""whisk_male_death.wav"",11025,R,"
643;wolf2_attack_b.wav;22050;;"""whisk_male_grunt.wav"",11025,R,"
644;wolf2_attack_b.wav;22050;;"""whisk_male_death.wav"",11025,R,"
645;wolf2_attack_b.wav;22050;;"""whisk_male_grunt.wav"",11025,R,"
646;urg_death_a.wav;22050;resident;"""urgoth_death.wav"",11025,R,"
647;urg_death_a.wav;22050;;"""urgoth_wound.wav"",11025,R,"
648;urg_death_a.wav;22050;;"""urgoth_death.wav"",11025,R,"
649;urg_death_a.wav;22050;;"""urgoth_wound.wav"",11025,R,"
650;naga2_death.wav;22050;resident;"""lizard_death.wav"",11025,R,"
651;naga2_death.wav;22050;;"""lizard_wound.wav"",11025,R,"
652;naga2_death.wav;22050;;"""lizard_death.wav"",11025,R,"
653;naga2_death.wav;22050;;"""lizard_wound.wav"",11025,R,"
654;thrall_death_a.wav;22050;resident;"""guork_death.wav"",11025,R,"
655;thrall_death_a.wav;22050;;"""guork_grunt.wav"",11025,R,"
656;thrall_death_a.wav;22050;;"""guork_death.wav"",11025,R,"
657;thrall_death_a.wav;22050;;"""guork_grunt.wav"",11025,R,"
658;ratling_death2.wav;11025;;R,
659;ratling_grunt2.wav;11025;;R,
660;male_gasp_inside2.wav;11025;resident;
661;male_gasp_inside3.wav;11025;resident;
662;male_tiredbreathing2.wav;11025;resident;
663;female_gasp_inside1.wav;11025;resident;
664;female_gasp_inside2.wav;11025;resident;
665;female_tiredbreathing1.wav;11025;resident;
666;;11025;;
667;cough_male.wav;11025;resident;
668;cough_female.wav;11025;resident;
669;;11025;;
670;;11025;;
671;;11025;;
672;;11025;;
673;;11025;;
674;;11025;;
675;group_death.wav;11025;resident;
676;;11025;;
677;;11025;;
678;;11025;;
679;female_drown.wav;11025;resident;
680;female_lavadeath.wav;11025;resident;
681;male_drown.wav;11025;resident;
682;male_lavadeath.wav;11025;resident;
683;swimming_loop.wav;11025;resident;
684;swim_underwater_loop.wav;11025;resident;
685;lavapool.wav;11025;resident;
686;fall_2.wav;11025;resident;
687;fall_4.wav;11025;resident;
688;run_b1s1b2s2.wav;11025;resident;
689;run_dirt_3loop.wav;11025;resident;
690;;11025;;
691;;11025;;
692;;11025;;
693;;11025;;
694;;11025;;
695;;11025;;
696;spell_teleport.wav;22050;resident;
697;spell_winds.wav;22050;resident;
698;speech_sample.wav;22050;resident;
699;;11025;;
700;male_hit_e1.wav;22050;resident;
701;male_hit_h2.wav;22050;resident;
702;male_hit_r.wav;22050;resident;
703;fem_hit_a.wav;22050;resident;
704;fem_hit_b2.wav;22050;resident;
705;fem_hit_f1.wav;22050;resident;
706;male_hit_e1.wav;22050;resident;
707;male_hit_h2.wav;22050;resident;
708;male_hit_r.wav;22050;resident;
709;fem_hit_a.wav;22050;resident;
710;fem_hit_b2.wav;22050;resident;
711;fem_hit_f1.wav;22050;resident;
712;guard_wound_g.wav;22050;resident;
713;guard_wound_f.wav;22050;resident;
714;guard_wound_e2.wav;22050;resident;
715;guard_wound_g.wav;22050;;R,
716;guard_wound_f.wav;22050;;R,
717;guard_wound_e2.wav;22050;;R,
718;demondog1_grunt.wav;22050;resident;
719;demondog2_grunt.wav;22050;resident;
720;chunneler1_grunt.wav;22050;resident;
721;demondog1_grunt.wav;22050;;R,
722;demondog2_grunt.wav;22050;;R,
723;chunneler1_grunt.wav;22050;;R,
724;urg_hit_a.wav;22050;resident;
725;urg_hit_b.wav;22050;resident;
726;urg_hit_c.wav;22050;resident;
727;urg_hit_a.wav;22050;;R,
728;urg_hit_b.wav;22050;;R,
729;urg_hit_c.wav;22050;;R,
730;naga2_growl.wav;22050;resident;
731;naga2_grunt.wav;22050;resident;
732;naga2_attack.wav;22050;resident;
733;naga2_growl.wav;22050;;R,
734;naga2_grunt.wav;22050;;R,
735;naga2_attack.wav;22050;;R,
736;thrall_hit_b.wav;22050;resident;
737;thrall_hit_c.wav;22050;resident;
738;thrall_hit_d.wav;22050;resident;
739;thrall_hit_b.wav;22050;;R,
740;thrall_hit_c.wav;22050;;R,
741;thrall_hit_d.wav;22050;;R,
