index;iname_id;name;type;slot;weapon_class;icon;icon_alt;model;model_flag;armor;price;hands;skill;reach;field_96;field_106;field_108;damage;tier
399;400;BELT OF THE FIEND;17;2;0;366;371;369;17;200;2250;6;13;0;0;6;7;24;0
400;401;DRUID ARMOR;4;0;0;429;0;744;18;200;1200;2;12;0;0;6;7;18;0
401;402;DRUID LEGGINGS;4;1;0;405;0;570;18;200;800;2;12;0;0;4;7;18;0
402;403;DRUID GLOVES;4;3;0;381;0;400;18;100;600;2;12;0;0;3;5;14;0
403;404;DRUID BOOTS;4;4;0;376;0;386;18;125;600;2;12;0;0;3;5;18;0
404;405;WARDER'S BELT;17;2;0;367;372;370;18;125;2500;2;12;0;0;3;5;12;0
405;406;ASSASSIN GARB;4;0;0;424;0;739;11;400;8000;6;13;0;0;10;7;24;0
406;407;BLADEWITCH ARMOR;4;0;0;426;0;741;12;300;1500;3;12;0;0;6;4;24;0
407;408;BLACK PLATE;4;0;0;432;0;746;16;1000;20000;7;14;0;0;18;7;44;0
408;409;GRIM HELM;4;5;2;385;0;411;0;175;1000;3;13;0;0;4;4;24;0
409;410;CAPTAIN'S HELM;4;5;2;386;0;412;0;250;2500;5;13;0;0;5;5;28;0
410;411;HELM OF DEMONS;4;5;2;294;0;303;0;300;10000;5;13;0;0;6;7;28;0
411;412;IMPERIAL HELM;4;5;2;390;0;464;0;250;2500;2;13;0;0;6;5;24;0
412;413;HELM OF WAR;4;5;2;389;0;455;0;400;10000;7;13;0;0;8;8;28;0
413;414;SAMURAI KABUTO;4;5;2;392;0;482;0;250;2500;2;13;0;0;6;5;26;0
414;415;DAIMYO'S KABUTO;4;5;2;391;0;473;0;400;10000;7;13;0;0;8;8;40;0
415;416;CONQUEROR'S HELM;4;5;2;285;0;266;0;500;10000;7;14;0;0;7;5;42;0
416;417;KNIGHT'S HELM;4;5;2;395;0;509;0;350;3000;2;14;0;0;8;5;35;0
417;418;HELM OF LORDS;4;5;2;394;0;500;0;700;20000;7;14;0;0;12;6;40;0
418;419;HELM OF STORMS;4;5;2;393;0;491;0;500;10000;7;14;0;0;10;6;40;0
419;420;DRAGON HELM;4;5;2;388;0;445;0;1000;40000;9;14;0;0;10;8;45;0
420;421;DARKWING HELM;4;5;2;387;0;413;0;2000;90000;12;14;0;0;10;12;70;0
421;422;MAGE'S HAT;4;5;5;397;0;527;0;100;500;1;12;0;0;1;1;0;0
422;423;SORCERER'S HAT;4;5;5;398;0;536;0;200;2500;2;12;0;0;2;1;0;0
423;424;WARLOCK'S HAT;4;5;5;399;0;545;0;300;15000;5;12;0;0;3;1;0;0
424;425;WIZARD'S HAT;4;5;5;396;0;518;0;400;15000;7;12;0;0;3;1;0;0
425;426;KASA OF DAY;4;5;5;400;0;554;0;500;20000;5;12;0;0;10;1;12;0
426;427;KASA OF NIGHT;4;5;5;401;0;563;0;500;20000;5;12;0;0;10;1;12;0
427;428;HELM OF DRUIDS;4;5;2;293;0;301;0;125;2000;3;13;0;0;3;4;26;0
434;435;NAGA LEFT SHOULDER;4;9;0;422;0;636;0;100;250;0;0;0;0;3;0;18;0
440;441;KHAD LEFT SHOULDER;4;9;0;296;0;310;0;100;250;0;0;0;0;5;0;18;0
443;444;CLAW;1;0;0;0;0;0;0;0;0;0;0;1536;1;0;0;0;0
444;445;CRYPT DAGGER;1;0;1;480;0;791;0;0;250;3;2;1280;2;0;3;0;2
445;446;ELVEN WAR DAGGER;1;0;1;479;0;790;0;0;35;2;2;1280;2;0;2;0;2
447;448;VENOM DAGGER;1;0;1;482;0;793;0;0;500;3;2;1280;2;0;3;0;2
448;449;WAKIZASHI;1;0;1;614;0;918;0;0;100;1;2;1280;2;0;4;14;1
449;450;SILVER WAKIZASHI;1;0;1;614;0;918;0;0;1000;3;2;1280;2;0;6;16;2
450;451;GOLDEN WAKIZASHI;1;0;1;615;0;919;0;0;5000;6;2;1280;2;0;8;18;3
452;453;ELVEN NIGHT DAGGER;1;0;1;477;0;788;0;0;7500;6;2;1280;2;0;4;0;2
453;454;NECROTIC DAGGER;1;0;1;481;0;792;0;0;2500;3;2;1280;2;0;6;0;2
454;455;ELVEN BLOOD DAGGER;1;0;1;476;0;787;0;0;7500;5;2;1280;2;0;4;0;3
456;457;BRONZE KRIS BLADE;1;0;1;611;0;915;0;0;500;4;2;1480;2;0;8;20;1
457;458;WINTER DAGGER;1;0;1;483;0;794;0;0;2500;4;2;1280;2;0;6;0;2
458;459;DIVINE KRIS BLADE;1;0;1;612;0;916;0;0;20000;9;2;1480;2;0;10;28;4
459;460;JADE SWORD;1;0;1;602;0;909;0;0;2500;5;3;1536;1;0;5;24;2
460;461;KATANA;1;0;1;616;0;920;0;0;1000;1;3;1536;1;0;3;18;2
461;462;KATANA +1;1;0;1;616;0;920;0;0;2500;3;3;1536;1;0;5;20;3
462;463;KATANA OF THE SUN;1;0;1;617;0;921;0;0;35000;8;3;1536;1;0;7;22;8
463;464;RADIANT SWORD;1;0;1;600;0;907;0;0;2500;6;3;1536;1;0;5;24;2
464;465;DEMONIC KATANA;1;0;1;619;0;923;0;0;100000;9;3;1536;1;0;12;35;5
466;467;SWORD OF FLAME;1;0;1;621;0;908;0;0;2500;5;3;1536;1;0;2;14;2
467;468;WINTER KATANA;1;0;1;618;0;922;0;0;25000;7;3;1536;1;0;9;32;4
469;470;DIVINE BLADERELIC;1;0;1;604;0;910;0;0;100000;12;3;1536;1;0;8;34;5
470;471;NO-DACHI;1;0;2;608;0;814;0;0;10000;2;4;1536;0;0;5;32;3
471;472;EMERALD GREATSWORD;1;0;2;603;0;909;0;0;25000;7;4;1536;0;0;5;42;3
472;473;MASTER NO-DACHI;1;0;2;609;0;815;0;0;40000;4;4;1536;0;0;7;38;5
473;474;NO-DACHI OF NIGHT;1;0;2;490;0;817;0;0;100000;8;4;1536;0;0;12;35;6
474;475;BRONZE RIPCLEAVE;1;0;2;452;0;762;0;0;15000;6;4;1536;0;0;10;54;5
475;476;SILVER GREATSWORD;1;0;2;607;0;913;0;0;15000;5;4;1536;0;0;4;40;5
479;480;NO-DACHI OF WINTER;1;0;2;489;0;816;0;0;50000;8;4;1536;0;0;10;35;5
482;483;DEMONBLADE OF BAAL;1;0;2;450;0;760;0;0;75000;11;4;1660;0;0;13;58;5
484;485;DWARVEN AXE;1;0;1;437;0;747;0;0;250;3;3;1536;1;0;4;22;3
485;486;DWARVEN VENOM AXE;1;0;1;440;0;750;0;0;5000;4;3;1536;1;0;7;28;4
486;487;DWARVEN NETHER AXE;1;0;1;438;0;748;0;0;5000;5;3;1536;1;0;7;28;4
487;488;DWARVEN FLAME AXE;1;0;1;439;0;749;0;0;5000;4;3;1536;1;0;7;28;4
488;489;DWARVEN WINTER AXE;1;0;1;441;0;751;0;0;5000;5;3;1536;1;0;7;28;4
489;490;SILVER REAVER;1;0;1;445;0;755;0;0;2500;2;3;1536;1;0;3;32;4
490;491;BLOOD REAVER;1;0;1;444;0;754;0;0;12500;5;3;1536;1;0;5;34;4
491;492;DOUBLE SICKLE AXE;1;0;2;447;0;757;0;0;1000;4;4;1536;0;0;3;38;4
492;493;SILVER BATTLE AXE;1;0;2;443;0;753;0;0;2000;4;4;1620;0;0;5;44;4
495;496;SPIKED CLUB;1;0;1;632;0;786;0;0;65;1;3;1536;1;0;3;24;0
496;497;VOODOO MACE;1;0;1;505;0;831;0;0;500;2;3;1480;1;0;4;18;2
497;498;VOODOO VENOM MACE;1;0;1;506;0;1176;0;0;2500;3;3;1480;1;0;7;20;2
498;499;TOTEMIC CLUBMACE;1;0;1;300;0;351;0;0;1500;3;3;1480;1;0;5;28;2
499;500;TOTEMIC RUNEMACE;1;0;1;298;0;349;0;0;30000;5;3;1480;1;0;8;30;4
500;501;HAMMER OF TOHROMIR;1;0;1;484;0;809;0;0;50000;8;3;1536;1;0;9;36;6
501;502;GIANT SPIKED CLUB;1;0;2;633;0;785;0;0;1000;1;4;1536;0;0;4;40;2
502;503;GREAT CRUSHER MACE;1;0;2;504;0;830;0;0;5000;2;4;1750;0;0;6;48;3
503;504;GREAT TOTEMIC MACE;1;0;2;299;0;350;0;0;50000;4;4;1750;0;0;6;38;5
504;505;WAR SPEAR;1;0;5;595;0;900;0;0;75;1;5;1792;0;0;1;16;1
505;506;WAR SPEAR +1;1;0;5;595;0;900;0;0;1250;3;5;1792;0;0;3;18;2
506;507;GOLDEN WAR SPEAR;1;0;5;594;0;899;0;0;5000;5;5;1792;0;0;6;20;4
507;508;NETHER IMPALER;1;0;5;592;0;897;0;0;2500;5;5;1792;0;0;8;22;2
508;509;DEMONIC IMPALER;1;0;5;591;0;896;0;0;50000;8;5;1792;0;0;10;24;4
509;510;SPEAR OF THE MAGUS;1;3;5;593;0;898;0;0;100000;9;5;1792;0;0;7;24;2
510;511;ZENBUTO;1;0;5;631;0;939;0;0;1000;1;6;1792;0;0;1;32;2
511;512;FUMATA-YARI;1;0;5;590;0;1177;0;0;10000;2;6;1792;0;0;5;36;3
512;513;CRESCENT POLEBLADE;1;0;5;518;0;838;0;0;15000;2;6;1792;0;0;4;38;1
513;514;GOLDEN FUMATA-YARI;1;0;5;589;0;1174;0;0;20000;6;6;1792;0;0;7;40;6
514;515;HALBERD;1;0;5;521;0;841;0;0;3500;2;6;1792;0;0;3;40;1
515;516;SILVER HALBERD;1;0;5;521;0;841;0;0;10000;5;6;1792;0;0;5;42;1
516;517;BLOOD REAPER;1;0;5;562;0;869;0;0;15000;6;6;1792;0;0;6;48;1
518;519;WINGED DESTROYER;1;0;5;520;0;840;0;0;25000;7;6;1792;0;0;7;45;1
519;520;ANGELIC DESTROYER;1;0;5;519;0;839;0;0;50000;14;6;1792;0;0;9;50;1
520;521;SCYTHE OF WINTER;1;0;5;563;0;870;0;0;100000;12;6;1792;0;0;10;54;1
521;522;SOUL HARVESTER;1;0;5;562;0;869;0;0;100000;16;6;1792;0;0;12;60;1
522;523;SAI;1;0;1;550;0;1178;0;0;50;1;2;1280;2;0;5;18;2
523;524;KAMA;1;0;1;488;0;813;0;0;50;1;2;1420;2;0;5;16;0
524;525;GOLDEN SAI;1;0;1;549;0;1175;0;0;1000;5;2;1280;2;0;7;20;4
525;526;KAMA OF THE MOON;1;0;1;487;0;812;0;0;1250;3;2;1420;2;0;7;20;0
526;527;KAMA OF THE FLAME;1;0;1;486;0;811;0;0;10000;3;2;1420;2;0;7;20;0
527;528;KAMA OF THE VOID;1;0;1;485;0;810;0;0;25000;5;2;1420;2;0;7;20;0
528;529;SHURIKEN;1;1;0;587;0;894;0;0;100;1;9;2048;5;0;5;0;0
530;531;GOLDEN SHURIKEN;1;1;0;585;0;892;0;0;3500;6;9;2048;5;0;9;0;3
531;532;VENOM SHURIKEN;1;1;0;588;0;895;0;0;2500;3;9;2048;5;0;6;0;3
532;533;SHURIKEN OF NIGHT;1;1;0;584;0;891;0;0;15000;5;9;2048;5;0;7;0;3
533;534;WINTER SHURIKEN;1;1;0;586;0;893;0;0;5000;4;9;2048;5;0;8;0;3
534;535;FROST SCEPTRE;1;0;1;554;0;864;0;0;2500;3;2;1280;1;0;7;18;0
535;536;SCEPTRE OF FIRE;1;3;1;556;0;866;0;0;5000;5;2;1280;1;0;5;20;0
536;537;SCEPTRE OF ICE;1;3;1;557;0;867;0;0;5000;5;2;1280;1;0;5;20;0
537;538;SCEPTRE OF EVIL;1;3;1;555;0;865;0;0;5000;7;2;1280;1;0;5;20;0
538;539;NETHER STAFF;1;0;1;597;0;902;0;0;5000;5;2;1280;1;0;7;18;0
539;540;SCEPTRE OF STORMS;1;3;1;558;0;868;0;0;20000;7;2;1280;1;0;5;20;0
540;541;SCEPTRE OF MAGIC;1;3;1;552;0;862;0;0;20000;6;2;1280;1;0;5;20;0
541;542;SCEPTRE OF SHADOWS;1;3;1;553;0;863;0;0;50000;6;2;1280;1;0;5;20;0
542;543;ELVEN SHORT BOW;1;2;0;17;0;30;0;0;100;2;10;2560;0;0;2;12;0
543;544;FATHIEN LONG BOW;1;2;0;456;0;766;0;0;500;2;10;4096;0;0;4;18;0
544;545;SPIKETIP ARROW;3;1;0;3;0;31;0;0;250;0;10;0;5;0;3;0;3
545;546;ELVEN SPIRIT BOW;1;2;0;455;0;765;0;0;1000;3;10;4096;0;0;4;16;0
546;547;SPIRIT ARROW;3;1;0;435;0;1173;0;0;1000;0;10;0;5;0;3;0;4
547;548;WAR BOW;1;2;0;464;0;773;0;0;500;2;10;4096;0;0;6;30;0
548;549;BARBED ARROW;3;1;0;433;0;1171;0;0;500;0;10;0;5;0;3;0;5
549;550;ELVEN VENOM BOW;1;2;0;458;0;768;0;0;2500;4;10;4096;0;0;5;22;0
550;551;SERPENT ARROW;3;1;0;436;0;1170;0;0;2500;0;10;0;5;0;3;0;3
551;552;ELVEN WINTER BOW;1;2;0;459;0;769;0;0;10000;6;10;4096;0;0;7;26;0
552;553;WINTER ARROW;3;1;0;435;0;1173;0;0;10000;0;10;0;5;0;3;0;4
553;554;WAR BOW OF FIRE;1;2;0;465;0;774;0;0;20000;5;10;4096;0;0;10;35;0
554;555;FLAME ARROW;3;1;0;433;0;1171;0;0;10000;0;10;0;5;0;3;0;5
555;556;MASTER BATTLE BOW;1;2;0;460;0;770;0;0;10000;3;10;4096;0;0;9;46;0
556;557;BATTLE ARROW;3;1;0;434;0;1172;0;0;10000;0;10;0;5;0;3;0;6
558;559;NECROTIC ARROW;3;1;0;436;0;1170;0;0;20000;0;10;0;5;0;3;0;6
559;560;BOW OF VINES;1;2;0;463;0;1179;0;0;50000;7;10;4096;0;0;8;38;0
560;561;ARROW OF VINES;3;1;0;436;0;1170;0;0;50000;0;10;0;5;0;3;0;6
561;562;BOW OF THE AVENGER;1;2;0;462;0;772;0;0;100000;9;10;4096;0;0;14;50;0
562;563;AVENGER ARROW;3;1;0;434;0;1172;0;0;100000;0;10;0;5;0;3;0;7
563;564;ELVEN WAR SHIELD;5;0;0;566;0;873;0;150;150;2;16;0;0;4;3;16;0
566;567;ELVEN SPIRIT BOW;1;2;0;455;0;765;0;0;1000;3;10;4096;0;0;4;16;0
567;568;TOTEM SHIELD;5;0;0;582;0;352;0;200;150;2;16;0;0;3;5;18;0
568;569;TURTLE SHIELD;5;0;0;583;0;890;0;100;150;2;16;0;0;3;4;26;0
569;570;TEMPLAR SHIELD;5;0;0;580;0;888;0;300;500;3;16;0;1;5;8;34;0
570;571;RUSTED KITE SHIELD;5;0;0;571;0;877;0;250;100;1;17;0;1;6;3;32;0
571;572;FATHIEN WAR SHIELD;5;0;0;573;0;881;0;300;250;2;17;0;1;7;3;30;0
572;573;SHIELD OF DEMONS;5;0;0;570;0;879;0;350;1000;4;17;0;1;8;5;44;0
573;574;SHIELD OF EVIL;5;0;0;630;0;880;0;400;2000;6;17;0;1;8;6;44;0
574;575;SHIELD OF SORROW;5;0;0;142;0;158;0;500;5000;7;17;0;2;10;8;58;0
575;576;SHIELD OF ANGUISH;5;0;0;581;0;889;0;500;5000;7;17;0;1;10;8;58;0
576;577;GRIFFON SHIELD;5;0;0;569;0;876;0;600;10000;9;17;0;0;10;6;32;0
578;579;INFERNAL RING;17;1;0;536;537;851;0;0;2500;5;0;0;0;0;0;0;0
579;580;RING OF THE FLAME;17;1;0;536;537;851;0;0;10000;7;0;0;0;0;0;0;0
580;581;BLACK VAPOR RING;17;1;0;542;543;854;0;0;10000;7;0;0;0;0;0;0;0
581;582;THE FUMING RING;17;1;0;542;543;854;0;0;10000;7;0;0;0;0;0;0;0
582;583;BLADE DANCER RING;17;1;0;528;529;847;0;0;2500;3;0;0;0;0;0;0;0
583;584;THE WARDING RING;17;1;0;526;527;846;0;0;20000;7;0;0;0;0;0;0;0
584;585;RING OF MOBILITY;17;1;0;528;529;847;0;0;1000;2;0;0;0;0;0;0;0
585;586;RING OF HORROR;17;1;0;546;547;856;0;0;5000;5;0;0;0;0;0;0;0
586;587;RING OF RUIN;17;1;0;540;541;853;0;0;10000;6;0;0;0;0;0;0;0
587;588;RING OF THE VOID;17;1;0;540;541;853;0;0;10000;7;0;0;0;0;0;0;0
588;589;COLDING RING;17;1;0;538;539;852;0;0;500;2;0;0;0;0;0;0;0
589;590;BURNING RING;17;1;0;536;537;851;0;0;500;2;0;0;0;0;0;0;0
590;591;THE WINTERING RING;17;1;0;538;539;852;0;0;10000;5;0;0;0;0;0;0;0
591;592;RING OF BLOOD;17;1;0;532;533;849;0;0;2500;3;0;0;0;0;0;0;0
592;593;VAMPIRE RING;17;1;0;532;533;849;0;0;25000;8;0;0;0;0;0;0;0
593;594;RING OF THE UNDEAD;17;1;0;544;545;855;0;0;5000;6;0;0;0;0;0;0;0
594;595;FANG AND CLAW;17;0;0;471;472;778;0;0;5000;4;0;0;0;0;0;0;0
595;596;CERBERUS BAND;17;0;0;471;472;778;0;0;20000;7;0;0;0;0;0;0;0
596;597;COIL OF THE VIPER;17;0;0;469;470;777;0;0;2000;4;0;0;0;0;0;0;0
598;599;WARRIOR'S CUFF;17;0;0;473;474;779;0;0;500;2;0;0;0;0;0;0;0
599;600;DARK PACT BRACELET;17;0;0;467;468;776;0;0;5000;12;0;0;0;0;0;0;0
600;601;CHARM OF NIGHT;17;0;0;507;508;832;0;0;500;2;0;0;0;0;0;0;0
601;602;WINGS OF NIGHT;17;0;0;507;508;832;0;0;1500;3;0;0;0;0;0;0;0
602;603;TALISMAN OF NIGHT;17;0;0;507;508;832;0;0;10000;6;0;0;0;0;0;0;0
603;604;BONE NECKLACE;17;0;0;513;514;835;0;0;500;2;0;0;0;0;0;0;0
604;605;VOODOO CHARM;17;0;0;513;514;835;0;0;5000;5;0;0;0;0;0;0;0
605;606;HEADHUNTER CHARM;17;0;0;513;514;835;0;0;5000;5;0;0;0;0;0;0;0
606;607;CHARM OF BLOOD;17;0;0;515;516;836;0;0;1000;3;0;0;0;0;0;0;0
607;608;WARD OF THE WITCH;17;0;0;515;516;836;0;0;25000;8;0;0;0;0;0;0;0
608;609;SKULL OF THE FIEND;17;0;0;511;512;834;0;0;25000;9;0;0;0;0;0;0;0
610;611;WARD OF THE GRAVE;17;0;0;467;468;776;0;0;10000;5;0;0;0;0;0;0;0
612;613;BRACER OF DEFENSE;17;0;0;473;474;779;0;0;2500;3;0;0;0;0;0;0;0
613;614;FORGESTONE;6;0;0;635;0;1182;0;0;0;0;0;0;0;0;0;0;0
614;615;MASTER LOCKPICKS;20;0;0;502;637;828;0;0;250;0;0;0;0;0;0;0;0
700;701;FOOTMAN'S HELM +1;4;5;1;124;0;91;0;75;250;3;12;0;0;3;3;12;0
701;702;KASA;4;5;5;400;0;554;0;80;50;1;12;0;0;1;1;10;0
703;704;WAR BOW OF ICE;1;2;0;466;0;775;0;0;20000;7;10;4096;0;0;10;35;0
704;705;ICE ARROW;3;1;0;435;0;1173;0;0;10000;0;10;0;5;0;3;0;4
705;706;GOLDEN KATANA;1;0;1;617;0;921;0;0;20000;7;3;1536;1;0;7;22;6
706;707;KASA OF DREAMS;4;5;5;400;0;554;0;500;20000;8;12;0;0;10;1;12;0
722;723;CLAW;1;0;0;0;0;0;0;0;0;0;0;1792;0;0;0;0;0
723;724;GOLD;14;0;0;14;0;27;0;0;50;0;0;0;0;0;0;0;0
724;725;GOLD;14;0;0;14;0;27;0;0;75;0;0;0;0;0;0;0;0
725;726;GOLD;14;0;0;14;0;27;0;0;150;0;0;0;0;0;0;0;0
726;727;GOLD;14;0;0;14;0;27;0;0;100;0;0;0;0;0;0;0;0
727;728;GOLD;14;0;0;14;0;27;0;0;300;0;0;0;0;0;0;0;0
728;729;GOLD;14;0;0;14;0;27;0;0;400;0;0;0;0;0;0;0;0
729;730;GOLD;14;0;0;14;0;27;0;0;500;0;0;0;0;0;0;0;0
730;731;GOLD;14;0;0;14;0;27;0;0;1000;0;0;0;0;0;0;0;0
912;913;SWORD OF FLAME;1;0;1;621;0;908;0;0;2500;0;3;1536;1;0;5;22;2
913;914;THUNDERIN' HAMMER;1;3;1;140;0;155;0;0;2500;0;3;1536;1;0;6;30;3
914;915;BLACK HELM;4;5;2;393;0;491;0;400;4000;3;14;0;0;9;5;40;0
915;916;GOLDEN HELM;4;5;2;394;0;500;0;500;7000;5;14;0;0;10;6;40;0
916;917;ELVENBLADE OF EYRE;1;0;1;22;0;39;0;0;10000;5;2;1420;1;0;7;16;3
917;918;WYRM BITE;1;0;0;0;0;0;0;0;0;0;0;1792;0;0;0;0;3
918;919;WYRM BITE;1;0;0;0;0;0;0;0;0;0;0;1792;0;0;0;0;0
919;920;FUNGUS BITE;1;0;0;0;0;0;0;0;0;0;0;1480;0;0;0;0;2
920;921;FUNGUS CLAW;1;0;0;0;0;0;0;0;0;0;0;1480;1;0;0;0;0
921;922;FUNGUS SHIELD;5;0;0;18;0;32;0;5000;0;0;15;0;0;3;0;0;0
922;923;SWAMP LOG;1;1;0;302;0;1213;0;0;1;0;9;3072;0;0;30;84;1
923;924;SWAMP CLAW;1;0;0;0;0;0;0;0;0;0;0;1748;0;0;0;0;0
924;925;MIMIC BITE;1;0;0;0;0;0;0;0;0;0;0;1780;0;0;0;0;5
925;926;MIMIC SHIELD;5;0;0;18;0;32;0;5000;0;0;15;0;0;5;0;0;0
926;927;DEVIL'S DUST;6;0;0;660;0;205;0;0;0;0;0;0;0;0;0;0;0
928;929;WORGLAW'S HEADRESS;4;5;1;26;0;1168;0;250;5000;0;0;0;0;5;0;0;0
929;930;SHAMAN'S BONE MASK;4;5;1;26;0;1169;0;150;2000;0;0;0;0;3;0;0;0
930;931;TROLL WARCLAW;1;0;0;0;0;0;0;0;0;0;0;1756;0;0;0;0;0
931;932;SM. SPIDER BITE;1;0;0;0;0;0;0;0;0;0;0;1380;2;0;0;0;0
932;933;CLAW;1;0;0;0;0;0;0;0;0;0;0;1536;1;0;0;0;0
933;934;UNDEAD BAT BITE;1;0;0;0;0;0;0;0;0;0;0;1152;2;0;0;0;0
934;935;RUBY RING;17;1;0;663;664;849;0;0;2000;0;0;0;0;0;0;0;0
935;936;EMMINDOR'S WOUND;0;0;0;28;0;34;0;0;0;0;0;0;0;0;0;0;0
936;937;FANGTIP BLADE +1;1;0;1;61;0;82;0;0;1000;4;3;1536;1;0;3;20;3
937;938;SHADOW LORD;0;0;0;667;0;834;0;0;0;0;0;0;0;0;0;0;0
938;939;SHADOW LORD AMULET;17;0;0;665;666;834;0;0;25000;9;0;0;0;0;0;0;0
940;941;BRIMGULDEN'S HORN;17;0;0;156;669;204;0;0;20000;0;0;0;0;0;0;0;0
941;942;ERLINMIR'S FLASK;6;0;0;670;0;1215;0;0;0;0;0;0;0;0;0;0;0
942;943;FLAMEBONE'S KEY;6;0;0;491;0;818;0;0;0;0;0;0;0;0;0;0;0
943;944;VAMPIRE'S HEART;6;0;0;187;0;235;0;0;0;0;0;0;0;0;0;0;0
944;945;VAMPIRE BITE;1;0;0;0;0;0;0;0;0;0;0;1536;0;0;0;0;0
945;946;KASA OF SPEED;4;5;5;400;0;554;0;250;10000;6;12;0;0;0;1;12;0
946;947;GRAEMARE'S CODEX;15;0;0;2;0;17;0;0;0;0;0;0;0;0;0;0;0
947;948;MOG'S TREASURE KEY;6;0;0;491;0;818;0;0;0;0;0;0;0;0;0;0;0
